gribs/ruc2anl_130_20070413_1800_000.grb2,97,148,1
gribs/ruc2anl_130_20070414_1800_000.grb2,102,184,0
gribs/ruc2anl_130_20070415_1800_000.grb2,93,160,1
gribs/ruc2anl_130_20070416_1800_000.grb2,99,152,1
gribs/ruc2anl_130_20070416_1800_000.grb2,86,161,1
gribs/ruc2anl_130_20070416_1800_000.grb2,77,165,1
gribs/ruc2anl_130_20070417_1800_000.grb2,130,181,0
gribs/ruc2anl_130_20070418_1800_000.grb2,139,182,0
gribs/ruc2anl_130_20070419_1800_000.grb2,94,132,0
gribs/ruc2anl_130_20070420_1800_000.grb2,120,149,0
gribs/ruc2anl_130_20070421_1800_000.grb2,98,165,1
gribs/ruc2anl_130_20070421_1800_000.grb2,92,166,1
gribs/ruc2anl_130_20070421_1800_000.grb2,99,153,1
gribs/ruc2anl_130_20070422_1800_000.grb2,109,168,0
gribs/ruc2anl_130_20070423_1800_000.grb2,153,156,0
gribs/ruc2anl_130_20070424_1800_000.grb2,100,162,1
gribs/ruc2anl_130_20070425_1800_000.grb2,130,151,0
gribs/ruc2anl_130_20070426_1800_000.grb2,106,157,0
gribs/ruc2anl_130_20070427_1800_000.grb2,91,140,0
gribs/ruc2anl_130_20070428_1800_000.grb2,100,154,0
gribs/ruc2anl_130_20070429_1800_000.grb2,122,151,0
gribs/ruc2anl_130_20070430_1800_000.grb2,118,149,0
gribs/ruc2anl_130_20070501_1800_000.grb2,123,180,0
gribs/ruc2anl_130_20070502_1800_000.grb2,107,184,0
gribs/ruc2anl_130_20070503_1800_000.grb2,121,149,0
gribs/ruc2anl_130_20070504_1800_000.grb2,77,169,0
gribs/ruc2anl_130_20070505_1800_000.grb2,96,156,1
gribs/ruc2anl_130_20070506_1800_000.grb2,76,148,0
gribs/ruc2anl_130_20070507_1800_000.grb2,131,165,0
gribs/ruc2anl_130_20070508_1800_000.grb2,120,169,0
gribs/ruc2anl_130_20070509_1800_000.grb2,122,152,0
gribs/ruc2anl_130_20070510_1800_000.grb2,122,151,0
gribs/ruc2anl_130_20070511_1800_000.grb2,103,168,0
gribs/ruc2anl_130_20070512_1800_000.grb2,118,133,0
gribs/ruc2anl_130_20070513_1800_000.grb2,110,187,0
gribs/ruc2anl_130_20070514_1800_000.grb2,136,135,0
gribs/ruc2anl_130_20070515_1800_000.grb2,113,191,0
gribs/ruc2anl_130_20070516_1800_000.grb2,86,157,0
gribs/ruc2anl_130_20070517_1800_000.grb2,92,176,0
gribs/ruc2anl_130_20070518_1800_000.grb2,97,138,0
gribs/ruc2anl_130_20070519_1800_000.grb2,115,163,0
gribs/ruc2anl_130_20070520_1800_000.grb2,110,148,0
gribs/ruc2anl_130_20070521_1800_000.grb2,102,155,0
gribs/ruc2anl_130_20070522_1800_000.grb2,118,145,0
gribs/ruc2anl_130_20070523_1800_000.grb2,115,152,0
gribs/ruc2anl_130_20070524_1800_000.grb2,123,168,0
gribs/ruc2anl_130_20070525_1800_000.grb2,133,144,0
gribs/ruc2anl_130_20070526_1800_000.grb2,127,163,0
gribs/ruc2anl_130_20070527_1800_000.grb2,96,147,0
gribs/ruc2anl_130_20070528_1800_000.grb2,102,144,0
gribs/ruc2anl_130_20070529_1800_000.grb2,63,119,0
gribs/ruc2anl_130_20070530_1800_000.grb2,111,160,0
gribs/ruc2anl_130_20070531_1800_000.grb2,121,141,0
gribs/ruc2anl_130_20070601_1800_000.grb2,121,135,0
gribs/ruc2anl_130_20070602_1800_000.grb2,149,179,0
gribs/ruc2anl_130_20070603_1800_000.grb2,64,126,0
gribs/ruc2anl_130_20070604_1800_000.grb2,101,135,0
gribs/ruc2anl_130_20070605_1800_000.grb2,134,183,0
gribs/ruc2anl_130_20070606_1800_000.grb2,132,145,1
gribs/ruc2anl_130_20070607_1800_000.grb2,90,191,0
gribs/ruc2anl_130_20070608_1800_000.grb2,106,186,0
gribs/ruc2anl_130_20070609_1800_000.grb2,87,177,0
gribs/ruc2anl_130_20070610_1800_000.grb2,109,171,0
gribs/ruc2anl_130_20070611_1800_000.grb2,102,149,0
gribs/ruc2anl_130_20070612_1800_000.grb2,119,147,0
gribs/ruc2anl_130_20070613_1800_000.grb2,129,134,0
gribs/ruc2anl_130_20070614_1800_000.grb2,81,176,0
gribs/ruc2anl_130_20070615_1800_000.grb2,111,141,0
gribs/ruc2anl_130_20070616_1800_000.grb2,107,168,0
gribs/ruc2anl_130_20070617_1800_000.grb2,140,144,0
gribs/ruc2anl_130_20070618_1800_000.grb2,111,203,0
gribs/ruc2anl_130_20070619_1800_000.grb2,120,172,0
gribs/ruc2anl_130_20070620_1800_000.grb2,127,157,0
gribs/ruc2anl_130_20070621_1800_000.grb2,115,182,0
gribs/ruc2anl_130_20070622_1800_000.grb2,152,175,0
gribs/ruc2anl_130_20070623_1800_000.grb2,106,145,0
gribs/ruc2anl_130_20070624_1800_000.grb2,118,170,0
gribs/ruc2anl_130_20070625_1800_000.grb2,138,142,0
gribs/ruc2anl_130_20070626_1800_000.grb2,124,150,0
gribs/ruc2anl_130_20070627_1800_000.grb2,111,170,0
gribs/ruc2anl_130_20070628_1800_000.grb2,122,132,0
gribs/ruc2anl_130_20070629_1800_000.grb2,120,160,0
gribs/ruc2anl_130_20070630_1800_000.grb2,147,158,0
gribs/ruc2anl_130_20070701_1800_000.grb2,132,132,0
gribs/ruc2anl_130_20070702_1800_000.grb2,109,188,0
gribs/ruc2anl_130_20070703_1800_000.grb2,82,162,0
gribs/ruc2anl_130_20070704_1800_000.grb2,115,103,0
gribs/ruc2anl_130_20070705_1800_000.grb2,67,137,0
gribs/ruc2anl_130_20070706_1800_000.grb2,93,173,0
gribs/ruc2anl_130_20070707_1800_000.grb2,99,153,0
gribs/ruc2anl_130_20070708_1800_000.grb2,93,127,0
gribs/ruc2anl_130_20070709_1800_000.grb2,143,164,0
gribs/ruc2anl_130_20070710_1800_000.grb2,95,152,0
gribs/ruc2anl_130_20070711_1800_000.grb2,103,139,0
gribs/ruc2anl_130_20070712_1800_000.grb2,131,153,0
gribs/ruc2anl_130_20070713_1800_000.grb2,93,171,0
gribs/ruc2anl_130_20070714_1800_000.grb2,107,158,0
gribs/ruc2anl_130_20070715_1800_000.grb2,93,195,0
gribs/ruc2anl_130_20070716_1800_000.grb2,112,162,0
gribs/ruc2anl_130_20070717_1800_000.grb2,85,152,0
gribs/ruc2anl_130_20070718_1800_000.grb2,72,144,0
gribs/ruc2anl_130_20070719_1800_000.grb2,114,132,0
gribs/ruc2anl_130_20070720_1800_000.grb2,110,144,0
gribs/ruc2anl_130_20070721_1800_000.grb2,117,174,0
gribs/ruc2anl_130_20070722_1800_000.grb2,125,160,0
gribs/ruc2anl_130_20070723_1800_000.grb2,98,167,0
gribs/ruc2anl_130_20070724_1800_000.grb2,95,137,0
gribs/ruc2anl_130_20070725_1800_000.grb2,171,160,0
gribs/ruc2anl_130_20070726_1800_000.grb2,104,133,0
gribs/ruc2anl_130_20070727_1800_000.grb2,96,208,0
gribs/ruc2anl_130_20070728_1800_000.grb2,118,188,0
gribs/ruc2anl_130_20070729_1800_000.grb2,116,145,0
gribs/ruc2anl_130_20070730_1800_000.grb2,109,113,0
gribs/ruc2anl_130_20070731_1800_000.grb2,104,182,0
gribs/ruc2anl_130_20070801_1800_000.grb2,92,163,0
gribs/ruc2anl_130_20070802_1800_000.grb2,127,167,0
gribs/ruc2anl_130_20070803_1800_000.grb2,96,134,0
gribs/ruc2anl_130_20070804_1800_000.grb2,95,137,0
gribs/ruc2anl_130_20070805_1800_000.grb2,68,198,0
gribs/ruc2anl_130_20070806_1800_000.grb2,129,144,0
gribs/ruc2anl_130_20070807_1800_000.grb2,93,178,0
gribs/ruc2anl_130_20070808_1800_000.grb2,121,162,0
gribs/ruc2anl_130_20070809_1800_000.grb2,98,102,0
gribs/ruc2anl_130_20070810_1800_000.grb2,103,188,0
gribs/ruc2anl_130_20070811_1800_000.grb2,129,149,0
gribs/ruc2anl_130_20070812_1800_000.grb2,111,156,0
gribs/ruc2anl_130_20070813_1800_000.grb2,113,160,0
gribs/ruc2anl_130_20070814_1800_000.grb2,91,139,0
gribs/ruc2anl_130_20070815_1800_000.grb2,126,152,0
gribs/ruc2anl_130_20070816_1800_000.grb2,112,182,0
gribs/ruc2anl_130_20070817_1800_000.grb2,104,132,0
gribs/ruc2anl_130_20070818_1800_000.grb2,88,136,0
gribs/ruc2anl_130_20070819_1800_000.grb2,93,172,0
gribs/ruc2anl_130_20070820_1800_000.grb2,107,189,0
gribs/ruc2anl_130_20070821_1800_000.grb2,102,159,0
gribs/ruc2anl_130_20070822_1800_000.grb2,88,188,0
gribs/ruc2anl_130_20070823_1800_000.grb2,86,145,0
